id,title,summary,agency,contact,detail_url,key
26,저소득층 기저귀·조제분유 지원,영아(0~24개월)를 양육하고 있는 저소득층 가정에 기저귀와 조제분유를 지원하여 경제적 부담을 경감합니다.,보건복지부 출산정책과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000092&wlfareInfoReldBztpCd=01,WLF00000092
27,셋째아 이상 육아용품 지원,다자녀 출산가정에 실질적인 인센티브를 제공하여 경제적 부담 경감 및 출산 장려, 전북특별자치도 정읍시 복지환경국 여성가족과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005794&wlfareInfoReldBztpCd=02,WLF00005794
28,산모·신생아 건강관리 지원사업,출산가정에 건강관리사를 파견하여 산후관리를 지원함으로써 산모와 신생아의 건강을 증진하고 출산가정의 경제적 부담 경감을 지원합니다.,보건복지부 출산정책과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001188&wlfareInfoReldBztpCd=01,WLF00001188
29,육아용품 지원 사업,#NAME?, 전북특별자치도 임실군 복지환경국 다문화교류과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005782&wlfareInfoReldBztpCd=02,WLF00005782
30,다자녀 육아용품 지원(셋째아 이상),저출산 극복을 위해 관내 셋째아 이상 출산아동 가정에 육아용품(또는 구입비) 지원, 전북특별자치도 고창군 관광복지국 인재양성과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005781&wlfareInfoReldBztpCd=02,WLF00005781
31,공동육아나눔터,,건강가정지원센터,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0014887111&wlfareInfoReldBztpCd=03,S0014887111
32,지역사회서비스 투자사업,지역의 특성과 수요에 부합하는 사회서비스를 제공하여 지역복지를 확충하고 서비스 제공 일자리를 창출할 수 있도록 지원합니다.,보건복지부 사회서비스사업과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001061&wlfareInfoReldBztpCd=01,WLF00001061
33,셋째아 이상 육아용품 지원,다자녀 출산가정에 실질적인 인센티브를 제공하여 경제적 부담 경감 및 출산장려, 전북특별자치도 군산시 복지환경국 여성가족청소년과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005778&wlfareInfoReldBztpCd=02,WLF00005778
34,산모신생아 건강관리 지원,기준 중위소득 150%이하 출산가정 대상 가정방문 산후조리서비스 제공을 통해 임신출산가구 가계 부담 경감, 충청남도 보건복지국 복지보훈정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005769&wlfareInfoReldBztpCd=02,WLF00005769
35,권역별미혼모부자거점기관운영지원,,건강가정지원센터,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0014824190&wlfareInfoReldBztpCd=03,S0014824190
36,미세영양소 지원사업,,한국난임가족연합회 아가야,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0018416710&wlfareInfoReldBztpCd=03,S0018416710
37,난임에 관한 지원,,한국난임가족연합회 아가야,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0018352614&wlfareInfoReldBztpCd=03,S0018352614
38,여성장애인 출산비용지원,임신과 출산에 대한 비용이 추가로 발생하는 여성장애인에게 출산비용을 지원하여 경제적 부담을 경감하고 모성권 보호에 기여합니다.,보건복지부 장애인건강과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003278&wlfareInfoReldBztpCd=01,WLF00003278
39,미혼모부 양육비 및 냉난방비 등 지원사업,자녀를 직접 양육하는 미혼모부에게 우리구만의 특화된 사업으로 경제적 부담을 줄이고 자립할 수 있도록 지원하고자 함, 서울특별시 동작구 복지국 아동여성과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003949&wlfareInfoReldBztpCd=02,WLF00003949
40,해산급여,수급자 가구의 조산 및 분만전과 분만후의 출산에 필요한 조치와 보호를 위해 해산비를 지급합니다.,보건복지부 기초생활보장과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001135&wlfareInfoReldBztpCd=01,WLF00001135
41,의료급여(요양비),의료급여 수급권자에게 의료비를 지원하여 저소득층의  국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 기초의료보장과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000056&wlfareInfoReldBztpCd=01,WLF00000056
42,난임부부 시술비 지원,"난임부부 대상 인공수정, 체외수정(신선 및 동결배아) 시술비 본인부담금 중 90%, 배아동결비(최대30만원, 착상보조제 및 유산방지제(각 최대 20만원) 등 각 시술별 지원 금액 산한범위 내 지원", 충청남도 보건복지국 복지보훈정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005768&wlfareInfoReldBztpCd=02,WLF00005768
43,난임부부 한방치료비 지원,난임으로 어려움을 겪는 부부에게 한방치료를 통한 자연임신을 유도하고 치료비를 지원함으로써 경제적 부담경감 및 출산율 향상에 기여, 충청남도 인구전략국 인구정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005327&wlfareInfoReldBztpCd=02,WLF00005327
44,다자녀 맘 산후 건강관리 지원,2자녀 이상 다자녀 가구의 출산 산모에 대한 건강관리 지원을 통해 경제적 부담경감 및 출산 양육하기 좋은 환경 조성, 충청남도 인구전략국 인구정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005326&wlfareInfoReldBztpCd=02,WLF00005326
45,충청남도 행복키움수당,저출산 극복 및 자녀양육에 대한 경제적 지원 , 충청남도 인구전략국 인구정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004192&wlfareInfoReldBztpCd=02,WLF00004192
46,임산부 우대금리 적금 지원,임산부 우대금리 적금 지원을 통해 임산부 배려 및 출산 친화적 사회환경 조성, 충청남도 인구전략국 인구정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000084&wlfareInfoReldBztpCd=02,WLF00000084
47,출산용품 무료지원(모아사랑태교음악회),,월드휴먼브리지,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0000778762&wlfareInfoReldBztpCd=03,S0000778762
48,임신·출산준비에 관한 지원,,한국난임가족연합회 아가야,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0018352616&wlfareInfoReldBztpCd=03,S0018352616
49,인플루엔자 국가예방접종 지원사업,"어르신, 임신부 및 어린이의 인플루엔자 접종률 향상과 질병부담 감소를 위해 인플루엔자 예방접종을 국가에서 지원합니다.",질병관리청 예방접종관리과,1339,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003213&wlfareInfoReldBztpCd=01,WLF00003213
50,출산지원금 지급,둘째이후 자녀에 대한 출산지원금 지급으로 출산친화 분위기 조성, 부산광역시 여성가족국 출산보육과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002557&wlfareInfoReldBztpCd=02,WLF00002557
51,(BIG3) 1천만원+HAPPY I정책,"출산, 양육의 주 걸림돌인 양육.주거부담을 해소하기 위하여 육아지원금(또는 주거임차비)을 지원하여 부모의 경제적 부담경감으로 삶의 질 개선", 제주특별자치도 복지가족국 복지정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005762&wlfareInfoReldBztpCd=02,WLF00005762
52,출산여성 한약 지원,산모 대상 산후조리 한약지원을 통하여 산모의 건강회복 및 ‘아이 낳기 좋은 제주’ 출산친화적 환경 조성, 제주특별자치도 복지가족국 복지정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001674&wlfareInfoReldBztpCd=02,WLF00001674
53,위탁모 및 입양지원사업,,한국난임가족연합회 아가야,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0018352618&wlfareInfoReldBztpCd=03,S0018352618
54,아가야 보듬이 지원사업,,한국난임가족연합회 아가야,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0018416708&wlfareInfoReldBztpCd=03,S0018416708
55,서산시 신생아 출산지원금, 출산율 저하에 따른 노동력 감소와 인구노령화 등의 사회문제에 적극 대처하여 신생아 탄생을 축하하고 출산장려 분위기를 조성하고자 출산 부모를 대상으로 출산지원에 필요한 사항을 규정함을 목적으로 한다., 충청남도 서산시 기획예산담당관,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005756&wlfareInfoReldBztpCd=02,WLF00005756
56,산모신생아 건강관리 지원사업 추가지원,산모신생아의 건강관리를 도모하고 경제적 부담완화 등, 충청북도 진천군 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00003818&wlfareInfoReldBztpCd=02,WLF00003818
57,신생아 출생지원금 지원,출생을 축하하고 산모와 신생아의 건강관리를 위하여 지원, 충청남도 당진시 문화복지국 여성가족과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005363&wlfareInfoReldBztpCd=02,WLF00005363
58,출산육아기 고용안정장려금,"출산전후휴가, 유산·사산 휴가, 육아휴직, 육아기 근로시간 단축 등을 부여(허용)한 사업주에게 장려금, 대체인력 인건비 등을 지원합니다.",고용노동부 일가정양립추진단,1350,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003224&wlfareInfoReldBztpCd=01,WLF00003224
59,임신부 가사돌봄서비스 지원사업,출산율 저하에 따른 사회 문제에 적극 대처하기 위해 출산 전 임신부에 대한 가사돌봄서비스 제공으로 임신 단계에서부터 지원을 강화하여 건강하고 안전한 출산을 할 수 있도록 돕고자 함, 전라남도 나주시 보건소 보건행정과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005057&wlfareInfoReldBztpCd=02,WLF00005057
60,치료비 지원,,IBK행복나눔재단,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S0001013017&wlfareInfoReldBztpCd=03,S0001013017
61,출산축하용품 지원,나주시 출생가정 1인당 10만원 상당의 신생아용품 가정 배송, 전라남도 나주시 보건소 보건행정과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001387&wlfareInfoReldBztpCd=02,WLF00001387
62,임부 산전 무료(위탁)검진, 임신 전에서 분만까지 산전검사로 질병을 조기발견하여 장애아 출산을 예방하고 산모의 건강을 증진시켜 안전하고 건강한 분만을 유도하고자 함, 전라남도 광양시 보건소 출생보건과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00000329&wlfareInfoReldBztpCd=02,WLF00000329
63,365베이비케어키트,,홀트아동복지회,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S9765680363&wlfareInfoReldBztpCd=03,S9765680363
64,한의약 난임치료 지원사업 ,난임으로 고통받는 가정에 한의약 난임치료 지원을 통해 경제적 부담 경감과 희망하는 자녀를 갖도록 지원, 인천광역시 여성가족국 영유아정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001621&wlfareInfoReldBztpCd=02,WLF00001621
65,산모신생아 건강관리서비스 본인부담금 지원,"출산가정에 산후관리를 도와주는 산모신생아 건강관리사를 파견하여 산모의 산후회복과 신생아의 건강증진을 
도모하고, 서비스가격중 본인부담금 일부를 지원함으로써 출산가정의 경제적 부담 경감 ", 인천광역시 여성가족국 영유아정책과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00001381&wlfareInfoReldBztpCd=02,WLF00001381
66,의료급여임신.출산진료비지원,임신 또는 출산한 의료급여 수급자와 2세미만 자녀에게 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 기초의료보장과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000061&wlfareInfoReldBztpCd=01,WLF00000061
67,모아사랑 태교음악회(임신부 출산용품 후원),저출산 대비와 경제적으로 어려운 임신부를 돕기 위함,(사)월드휴먼브리지,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=BOK00000443&wlfareInfoReldBztpCd=03,BOK00000443
68,정보통신 보조기기 보급사업,,파라다이스 복지재단,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S9766168884&wlfareInfoReldBztpCd=03,S9766168884
69,장애대학생 정보접근을 위한 IT 보조기구 지원사업,,경기도재활공학서비스연구지원센터,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52015M.do?wlfareInfoId=S9766145636&wlfareInfoReldBztpCd=03,S9766145636
70,아가와 엄마를 위한 무료 공익보험(우체국대한민국 엄마보험),자녀의 희귀질환과 엄마의 임신질환을 보장하는 공익보험으로 별도의 조건없이 국가(우체국)에서 보험료 전액을 지원합니다. ,과학기술정보통신부 보험기획과,1599-0100,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005631&wlfareInfoReldBztpCd=01,WLF00005631
71,긴급복지 해산비지원,"생계곤란 등의 위기상황에 처하여 도움이 필요한 긴급복지 주지원(생계,주거,의료,시설이용) 중인 대상자(가구구구성원 포함) 중 조산(助産) 및 분만 후의 필요한 조치와 보호를 위해 해산비를 지원합니다.",보건복지부 기초생활보장과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003178&wlfareInfoReldBztpCd=01,WLF00003178
72,공공산후조리원 지원사업(감면료 보전),도민의 출산을 장려하고 취약계층 출산가정에 대한 경제적 지원을 통하여 산모·신생아 건강증진 및 출산과 양육에 유리한 환경조성, 전라남도 인구청년정책관,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004258&wlfareInfoReldBztpCd=02,WLF00004258
73,출산장려금+출산육아지원금 지원,"출생가정에 경제적 지원을 통한 양육부담 경감, 출생친화적 환경 조성", 전라남도 나주시 보건소 보건행정과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00002195&wlfareInfoReldBztpCd=02,WLF00002195
74,고위험 임산부 의료비 지원,"고위험 임신의 적정 치료와 관리에 필요한 진료비를 지원하여 경제적 부담을 줄이고, 건강한 출산을 보장합니다.",보건복지부 출산정책과,129,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001088&wlfareInfoReldBztpCd=01,WLF00001088
75,장흥군 출산장려금 지원,출산·양육에 필요한 경제적 부담을 경감함으로써 출산장려 분위기를 조성하여 출산율 증가 및 인구늘리기 기여, 전라남도 장흥군 보건소 질병관리과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005245&wlfareInfoReldBztpCd=02,WLF00005245
76,산모 건강관리비 지원 사업,산후 건강관리 지원을 통해 산모의 건강증진 도모 및 출산 가정의 경제적 부담 완화, 부산광역시 부산진구 보건소 건강증진과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00005087&wlfareInfoReldBztpCd=02,WLF00005087
77,산모신생아 건강관리 지원 확대,"* 추진목적:
 - 산모·신생아 건강관리 지원사업 서비스 이용자의 본인부담금을 90%까지 지원하여 출산가정의 경제적 부담경감 및 산모와 신생아의 건강증진 도모
 - 산모·신생아 건강관리사의 현 실정에 맞는 원거리 교통비 반영을 통해 해남군 모든 출산가정에 건강관리사 제공 



", 전라남도 해남군 보건소,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004782&wlfareInfoReldBztpCd=02,WLF00004782
78,태아 기형아 선별 검사비 지원,만혼고령출산 증가에 따른 체게적인 산전관리로 건강한 자녀의 출산을 지원, 전라남도 순천시 보건소 보건사업과,,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52012M.do?wlfareInfoId=WLF00004764&wlfareInfoReldBztpCd=02,WLF00004764
